[2024-10-04T23:26:20.134+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-04T23:26:20.150+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: SitesWebScraping.kabum_tasks.Web_Extraction_kabum manual__2024-10-04T23:26:16.456881+00:00 [queued]>
[2024-10-04T23:26:20.158+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: SitesWebScraping.kabum_tasks.Web_Extraction_kabum manual__2024-10-04T23:26:16.456881+00:00 [queued]>
[2024-10-04T23:26:20.159+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-04T23:26:20.174+0000] {taskinstance.py:2888} INFO - Executing <Task(OperatorSiteB): kabum_tasks.Web_Extraction_kabum> on 2024-10-04 23:26:16.456881+00:00
[2024-10-04T23:26:20.179+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=4954) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-10-04T23:27:27.065+0000] {logging_mixin.py:190} INFO - R$ 719,99
[2024-10-04T23:27:27.065+0000] {logging_mixin.py:190} INFO - R$ 158,72
[2024-10-04T23:27:27.066+0000] {logging_mixin.py:190} INFO - R$ 1.070,00
[2024-10-04T23:27:27.067+0000] {logging_mixin.py:190} INFO - R$ 2.379,99
[2024-10-04T23:27:27.068+0000] {logging_mixin.py:190} INFO - R$ 1.233,00
[2024-10-04T23:27:27.069+0000] {logging_mixin.py:190} INFO - R$ 933,42
[2024-10-04T23:27:27.070+0000] {logging_mixin.py:190} INFO - R$ 320,10
[2024-10-04T23:27:27.070+0000] {logging_mixin.py:190} INFO - R$ 2.075,73
[2024-10-04T23:27:27.071+0000] {logging_mixin.py:190} INFO - R$ 4.215,56
[2024-10-04T23:27:27.072+0000] {logging_mixin.py:190} INFO - R$ 449,99
[2024-10-04T23:27:27.072+0000] {logging_mixin.py:190} INFO - R$ 2.798,12
[2024-10-04T23:27:27.073+0000] {logging_mixin.py:190} INFO - R$ 1.744,39
[2024-10-04T23:27:27.073+0000] {logging_mixin.py:190} INFO - R$ 655,02
[2024-10-04T23:27:27.074+0000] {logging_mixin.py:190} INFO - R$ 3.855,99
[2024-10-04T23:27:27.075+0000] {logging_mixin.py:190} INFO - R$ 3.198,98
[2024-10-04T23:27:27.075+0000] {logging_mixin.py:190} INFO - R$ 947,99
[2024-10-04T23:27:27.076+0000] {logging_mixin.py:190} INFO - R$ 3.199,99
[2024-10-04T23:27:27.076+0000] {logging_mixin.py:190} INFO - R$ 1.997,99
[2024-10-04T23:27:27.077+0000] {logging_mixin.py:190} INFO - R$ 3.788,60
[2024-10-04T23:27:27.078+0000] {logging_mixin.py:190} INFO - R$ 1.859,99
[2024-10-04T23:27:37.257+0000] {logging_mixin.py:190} INFO - R$ 3.498,99
[2024-10-04T23:27:37.258+0000] {logging_mixin.py:190} INFO - R$ 994,74
[2024-10-04T23:27:37.258+0000] {logging_mixin.py:190} INFO - R$ 2.199,90
[2024-10-04T23:27:37.259+0000] {logging_mixin.py:190} INFO - R$ 1.425,16
[2024-10-04T23:27:37.260+0000] {logging_mixin.py:190} INFO - R$ 2.499,99
[2024-10-04T23:27:37.260+0000] {logging_mixin.py:190} INFO - R$ 2.398,99
[2024-10-04T23:27:37.261+0000] {logging_mixin.py:190} INFO - R$ 2.399,99
[2024-10-04T23:27:37.262+0000] {logging_mixin.py:190} INFO - R$ 4.029,90
[2024-10-04T23:27:37.262+0000] {logging_mixin.py:190} INFO - R$ 491,76
[2024-10-04T23:27:37.263+0000] {logging_mixin.py:190} INFO - R$ 2.100,00
[2024-10-04T23:27:37.264+0000] {logging_mixin.py:190} INFO - R$ 2.799,99
[2024-10-04T23:27:37.264+0000] {logging_mixin.py:190} INFO - R$ 2.329,00
[2024-10-04T23:27:37.265+0000] {logging_mixin.py:190} INFO - R$ 385,00
[2024-10-04T23:27:37.265+0000] {logging_mixin.py:190} INFO - R$ 170,71
[2024-10-04T23:27:37.266+0000] {logging_mixin.py:190} INFO - R$ 986,88
[2024-10-04T23:27:37.267+0000] {logging_mixin.py:190} INFO - R$ 399,90
[2024-10-04T23:27:37.267+0000] {logging_mixin.py:190} INFO - R$ 119,00
[2024-10-04T23:27:37.268+0000] {logging_mixin.py:190} INFO - R$ 1.548,51
[2024-10-04T23:27:37.269+0000] {logging_mixin.py:190} INFO - R$ 2.499,99
[2024-10-04T23:27:37.269+0000] {logging_mixin.py:190} INFO - R$ 889,92
[2024-10-04T23:27:37.270+0000] {logging_mixin.py:190} INFO - R$ 434,90
[2024-10-04T23:27:37.270+0000] {logging_mixin.py:190} INFO - R$ 276,49
[2024-10-04T23:27:37.271+0000] {logging_mixin.py:190} INFO - R$ 2.209,92
[2024-10-04T23:27:37.272+0000] {logging_mixin.py:190} INFO - R$ 1.780,49
[2024-10-04T23:27:37.272+0000] {logging_mixin.py:190} INFO - R$ 628,00
[2024-10-04T23:27:37.273+0000] {logging_mixin.py:190} INFO - R$ 206,90
[2024-10-04T23:27:37.274+0000] {logging_mixin.py:190} INFO - R$ 1.266,42
[2024-10-04T23:27:37.274+0000] {logging_mixin.py:190} INFO - R$ 671,99
[2024-10-04T23:27:37.275+0000] {logging_mixin.py:190} INFO - R$ 4.249,99
[2024-10-04T23:27:37.276+0000] {logging_mixin.py:190} INFO - R$ 20.869,47
[2024-10-04T23:27:37.276+0000] {logging_mixin.py:190} INFO - R$ 1.699,99
[2024-10-04T23:27:37.277+0000] {logging_mixin.py:190} INFO - R$ 1.999,99
[2024-10-04T23:27:37.277+0000] {logging_mixin.py:190} INFO - R$ 679,99
[2024-10-04T23:27:37.278+0000] {logging_mixin.py:190} INFO - R$ 3.999,99
[2024-10-04T23:27:37.279+0000] {logging_mixin.py:190} INFO - R$ 129,99
[2024-10-04T23:27:37.279+0000] {logging_mixin.py:190} INFO - R$ 3.998,43
[2024-10-04T23:27:37.280+0000] {logging_mixin.py:190} INFO - R$ 449,00
[2024-10-04T23:27:37.281+0000] {logging_mixin.py:190} INFO - R$ 959,00
[2024-10-04T23:27:37.281+0000] {logging_mixin.py:190} INFO - R$ 1.428,45
[2024-10-04T23:27:37.282+0000] {logging_mixin.py:190} INFO - R$ 1.223,92
[2024-10-04T23:27:37.283+0000] {logging_mixin.py:190} INFO - R$ 2.834,37
[2024-10-04T23:27:37.283+0000] {logging_mixin.py:190} INFO - R$ 1.865,85
[2024-10-04T23:27:37.284+0000] {logging_mixin.py:190} INFO - R$ 209,00
[2024-10-04T23:27:37.285+0000] {logging_mixin.py:190} INFO - R$ 478,00
[2024-10-04T23:27:37.285+0000] {logging_mixin.py:190} INFO - R$ 33,83
[2024-10-04T23:27:37.286+0000] {logging_mixin.py:190} INFO - R$ 830,10
[2024-10-04T23:27:37.287+0000] {logging_mixin.py:190} INFO - R$ 884,85
[2024-10-04T23:27:37.288+0000] {logging_mixin.py:190} INFO - R$ 4.798,99
[2024-10-04T23:27:37.288+0000] {logging_mixin.py:190} INFO - R$ 779,98
[2024-10-04T23:27:37.289+0000] {logging_mixin.py:190} INFO - R$ 1.838,99
[2024-10-04T23:27:37.290+0000] {logging_mixin.py:190} INFO - R$ 2.625,57
[2024-10-04T23:27:37.290+0000] {logging_mixin.py:190} INFO - R$ 472,32
[2024-10-04T23:27:37.291+0000] {logging_mixin.py:190} INFO - R$ 119,90
[2024-10-04T23:27:37.292+0000] {logging_mixin.py:190} INFO - R$ 4.152,42
[2024-10-04T23:27:37.292+0000] {logging_mixin.py:190} INFO - R$ 388,99
[2024-10-04T23:27:37.293+0000] {logging_mixin.py:190} INFO - R$ 999,99
[2024-10-04T23:27:37.293+0000] {logging_mixin.py:190} INFO - R$ 1.428,45
[2024-10-04T23:27:37.294+0000] {logging_mixin.py:190} INFO - R$ 2.717,79
[2024-10-04T23:27:37.295+0000] {logging_mixin.py:190} INFO - R$ 2.592,51
[2024-10-04T23:27:37.295+0000] {logging_mixin.py:190} INFO - R$ 154,20
[2024-10-04T23:27:37.296+0000] {logging_mixin.py:190} INFO - R$ 2.964,87
[2024-10-04T23:27:37.296+0000] {logging_mixin.py:190} INFO - R$ 2.045,10
[2024-10-04T23:27:37.297+0000] {logging_mixin.py:190} INFO - R$ 1.349,00
[2024-10-04T23:27:37.298+0000] {logging_mixin.py:190} INFO - R$ 210,24
[2024-10-04T23:27:37.298+0000] {logging_mixin.py:190} INFO - R$ 1.799,00
[2024-10-04T23:27:37.299+0000] {logging_mixin.py:190} INFO - R$ 2.196,80
[2024-10-04T23:27:37.299+0000] {logging_mixin.py:190} INFO - R$ 1.603,57
[2024-10-04T23:27:37.300+0000] {logging_mixin.py:190} INFO - R$ 2.501,99
[2024-10-04T23:27:37.301+0000] {logging_mixin.py:190} INFO - R$ 2.582,99
[2024-10-04T23:27:37.301+0000] {logging_mixin.py:190} INFO - R$ 1.812,99
[2024-10-04T23:27:37.302+0000] {logging_mixin.py:190} INFO - R$ 3.691,46
[2024-10-04T23:27:37.302+0000] {logging_mixin.py:190} INFO - R$ 2.067,64
[2024-10-04T23:27:37.303+0000] {logging_mixin.py:190} INFO - R$ 2.132,99
[2024-10-04T23:27:37.304+0000] {logging_mixin.py:190} INFO - R$ 403,75
[2024-10-04T23:27:37.304+0000] {logging_mixin.py:190} INFO - R$ 2.105,99
[2024-10-04T23:27:37.305+0000] {logging_mixin.py:190} INFO - R$ 2.941,05
[2024-10-04T23:27:37.305+0000] {logging_mixin.py:190} INFO - R$ 2.350,65
[2024-10-04T23:27:37.306+0000] {logging_mixin.py:190} INFO - R$ 2.498,99
[2024-10-04T23:27:37.306+0000] {logging_mixin.py:190} INFO - R$ 2.269,04
[2024-10-04T23:27:37.307+0000] {logging_mixin.py:190} INFO - R$ 1.699,99
[2024-10-04T23:27:37.308+0000] {logging_mixin.py:190} INFO - R$ 2.599,99
[2024-10-04T23:27:37.308+0000] {logging_mixin.py:190} INFO - R$ 3.849,00
[2024-10-04T23:27:37.309+0000] {logging_mixin.py:190} INFO - R$ 581,94
[2024-10-04T23:27:37.309+0000] {logging_mixin.py:190} INFO - R$ 379,99
[2024-10-04T23:27:37.310+0000] {logging_mixin.py:190} INFO - R$ 4.328,16
[2024-10-04T23:27:37.311+0000] {logging_mixin.py:190} INFO - R$ 1.932,82
[2024-10-04T23:27:37.311+0000] {logging_mixin.py:190} INFO - R$ 150,00
[2024-10-04T23:27:37.312+0000] {logging_mixin.py:190} INFO - R$ 34.999,99
[2024-10-04T23:27:37.312+0000] {logging_mixin.py:190} INFO - R$ 2.922,24
[2024-10-04T23:27:37.313+0000] {logging_mixin.py:190} INFO - R$ 2.044,25
[2024-10-04T23:27:37.314+0000] {logging_mixin.py:190} INFO - R$ 110,00
[2024-10-04T23:27:37.314+0000] {logging_mixin.py:190} INFO - R$ 1.223,99
[2024-10-04T23:27:37.315+0000] {logging_mixin.py:190} INFO - R$ 2.932,68
[2024-10-04T23:27:37.315+0000] {logging_mixin.py:190} INFO - R$ 2.859,17
[2024-10-04T23:27:37.316+0000] {logging_mixin.py:190} INFO - R$ 2.150,00
[2024-10-04T23:27:37.317+0000] {logging_mixin.py:190} INFO - R$ 659,24
[2024-10-04T23:27:37.317+0000] {logging_mixin.py:190} INFO - R$ 2.782,55
[2024-10-04T23:27:37.318+0000] {logging_mixin.py:190} INFO - R$ 1.759,66
[2024-10-04T23:27:37.319+0000] {logging_mixin.py:190} INFO - R$ 1.966,11
[2024-10-04T23:27:37.319+0000] {logging_mixin.py:190} INFO - R$ 13.999,99
[2024-10-04T23:27:45.856+0000] {logging_mixin.py:190} INFO - R$ 1.999,17
[2024-10-04T23:27:45.857+0000] {logging_mixin.py:190} INFO - R$ 7.291,30
[2024-10-04T23:27:45.857+0000] {logging_mixin.py:190} INFO - R$ 397,97
[2024-10-04T23:27:45.858+0000] {logging_mixin.py:190} INFO - R$ 5.648,28
[2024-10-04T23:27:45.859+0000] {logging_mixin.py:190} INFO - R$ 3.844,44
[2024-10-04T23:27:45.859+0000] {logging_mixin.py:190} INFO - R$ 381,44
[2024-10-04T23:27:45.860+0000] {logging_mixin.py:190} INFO - R$ 2.702,13
[2024-10-04T23:27:45.861+0000] {logging_mixin.py:190} INFO - R$ 256,56
[2024-10-04T23:27:45.861+0000] {logging_mixin.py:190} INFO - R$ 607,59
[2024-10-04T23:27:45.862+0000] {logging_mixin.py:190} INFO - R$ 729,90
[2024-10-04T23:27:45.862+0000] {logging_mixin.py:190} INFO - R$ 604,70
[2024-10-04T23:27:45.863+0000] {logging_mixin.py:190} INFO - R$ 137,99
[2024-10-04T23:27:45.864+0000] {logging_mixin.py:190} INFO - R$ 1.199,00
[2024-10-04T23:27:45.864+0000] {logging_mixin.py:190} INFO - R$ 1.190,28
[2024-10-04T23:27:45.865+0000] {logging_mixin.py:190} INFO - R$ 2.474,40
[2024-10-04T23:27:45.866+0000] {logging_mixin.py:190} INFO - R$ 165,59
[2024-10-04T23:27:45.866+0000] {logging_mixin.py:190} INFO - R$ 2.411,99
[2024-10-04T23:27:45.867+0000] {logging_mixin.py:190} INFO - R$ 3.292,20
[2024-10-04T23:27:45.867+0000] {logging_mixin.py:190} INFO - R$ 1.380,19
[2024-10-04T23:27:45.868+0000] {logging_mixin.py:190} INFO - R$ 1.528,00
[2024-10-04T23:27:45.869+0000] {logging_mixin.py:190} INFO - R$ 227,97
[2024-10-04T23:27:45.869+0000] {logging_mixin.py:190} INFO - R$ 514,25
[2024-10-04T23:27:45.870+0000] {logging_mixin.py:190} INFO - R$ 439,00
[2024-10-04T23:27:45.871+0000] {logging_mixin.py:190} INFO - R$ 2.702,13
[2024-10-04T23:27:45.871+0000] {logging_mixin.py:190} INFO - R$ 2.755,20
[2024-10-04T23:27:45.872+0000] {logging_mixin.py:190} INFO - R$ 1.254,00
[2024-10-04T23:27:45.872+0000] {logging_mixin.py:190} INFO - R$ 768,99
[2024-10-04T23:27:45.873+0000] {logging_mixin.py:190} INFO - R$ 2.339,99
[2024-10-04T23:27:45.873+0000] {logging_mixin.py:190} INFO - R$ 288,00
[2024-10-04T23:27:45.874+0000] {logging_mixin.py:190} INFO - R$ 2.008,55
[2024-10-04T23:27:45.875+0000] {logging_mixin.py:190} INFO - R$ 40.829,64
[2024-10-04T23:27:45.875+0000] {logging_mixin.py:190} INFO - R$ 16,76
[2024-10-04T23:27:45.876+0000] {logging_mixin.py:190} INFO - R$ 2.669,07
[2024-10-04T23:27:45.876+0000] {logging_mixin.py:190} INFO - R$ 3.559,08
[2024-10-04T23:27:45.877+0000] {logging_mixin.py:190} INFO - R$ 359,99
[2024-10-04T23:27:45.878+0000] {logging_mixin.py:190} INFO - R$ 2.795,65
[2024-10-04T23:27:45.878+0000] {logging_mixin.py:190} INFO - R$ 119,99
[2024-10-04T23:27:45.879+0000] {logging_mixin.py:190} INFO - R$ 487,47
[2024-10-04T23:27:45.880+0000] {logging_mixin.py:190} INFO - R$ 2.920,39
[2024-10-04T23:27:45.880+0000] {logging_mixin.py:190} INFO - R$ 937,90
[2024-10-04T23:27:45.881+0000] {logging_mixin.py:190} INFO - R$ 127,50
[2024-10-04T23:27:45.881+0000] {logging_mixin.py:190} INFO - R$ 2.159,10
[2024-10-04T23:27:45.882+0000] {logging_mixin.py:190} INFO - R$ 3.510,36
[2024-10-04T23:27:45.883+0000] {logging_mixin.py:190} INFO - R$ 735,93
[2024-10-04T23:27:45.883+0000] {logging_mixin.py:190} INFO - R$ 332,86
[2024-10-04T23:27:45.884+0000] {logging_mixin.py:190} INFO - R$ 979,00
[2024-10-04T23:27:45.885+0000] {logging_mixin.py:190} INFO - R$ 1.592,88
[2024-10-04T23:27:45.885+0000] {logging_mixin.py:190} INFO - R$ 716,36
[2024-10-04T23:27:45.886+0000] {logging_mixin.py:190} INFO - R$ 371,10
[2024-10-04T23:27:45.887+0000] {logging_mixin.py:190} INFO - R$ 2.035,71
[2024-10-04T23:27:45.888+0000] {logging_mixin.py:190} INFO - R$ 89,21
[2024-10-04T23:27:45.888+0000] {logging_mixin.py:190} INFO - R$ 17.999,99
[2024-10-04T23:27:45.889+0000] {logging_mixin.py:190} INFO - R$ 50,20
[2024-10-04T23:27:45.890+0000] {logging_mixin.py:190} INFO - R$ 165,00
[2024-10-04T23:27:45.890+0000] {logging_mixin.py:190} INFO - R$ 2.115,72
[2024-10-04T23:27:45.891+0000] {logging_mixin.py:190} INFO - R$ 489,00
[2024-10-04T23:27:45.892+0000] {logging_mixin.py:190} INFO - R$ 3.138,80
[2024-10-04T23:27:45.892+0000] {logging_mixin.py:190} INFO - R$ 853,61
[2024-10-04T23:27:45.893+0000] {logging_mixin.py:190} INFO - R$ 3.426,22
[2024-10-04T23:27:45.894+0000] {logging_mixin.py:190} INFO - R$ 185,00
[2024-10-04T23:27:45.895+0000] {logging_mixin.py:190} INFO - R$ 1.673,06
[2024-10-04T23:27:45.895+0000] {logging_mixin.py:190} INFO - R$ 493,91
[2024-10-04T23:27:45.896+0000] {logging_mixin.py:190} INFO - R$ 2.690,82
[2024-10-04T23:27:45.896+0000] {logging_mixin.py:190} INFO - R$ 1.644,06
[2024-10-04T23:27:45.897+0000] {logging_mixin.py:190} INFO - R$ 6.490,75
[2024-10-04T23:27:45.897+0000] {logging_mixin.py:190} INFO - R$ 719,10
[2024-10-04T23:27:45.898+0000] {logging_mixin.py:190} INFO - R$ 128,24
[2024-10-04T23:27:45.899+0000] {logging_mixin.py:190} INFO - R$ 1.698,99
[2024-10-04T23:27:45.899+0000] {logging_mixin.py:190} INFO - R$ 699,00
[2024-10-04T23:27:45.900+0000] {logging_mixin.py:190} INFO - R$ 553,41
[2024-10-04T23:27:45.900+0000] {logging_mixin.py:190} INFO - R$ 389,33
[2024-10-04T23:27:45.901+0000] {logging_mixin.py:190} INFO - R$ 568,10
[2024-10-04T23:27:45.901+0000] {logging_mixin.py:190} INFO - R$ 160,46
[2024-10-04T23:27:45.902+0000] {logging_mixin.py:190} INFO - R$ 30,00
[2024-10-04T23:27:45.903+0000] {logging_mixin.py:190} INFO - R$ 902,82
[2024-10-04T23:27:45.903+0000] {logging_mixin.py:190} INFO - R$ 158,55
[2024-10-04T23:27:45.904+0000] {logging_mixin.py:190} INFO - R$ 2.505,40
[2024-10-04T23:27:45.904+0000] {logging_mixin.py:190} INFO - R$ 1.419,00
[2024-10-04T23:27:45.905+0000] {logging_mixin.py:190} INFO - R$ 1.999,30
[2024-10-04T23:27:45.906+0000] {logging_mixin.py:190} INFO - R$ 737,67
[2024-10-04T23:27:45.906+0000] {logging_mixin.py:190} INFO - R$ 3.921,86
[2024-10-04T23:27:45.907+0000] {logging_mixin.py:190} INFO - R$ 14.956,95
[2024-10-04T23:27:45.907+0000] {logging_mixin.py:190} INFO - R$ 1.129,98
[2024-10-04T23:27:45.908+0000] {logging_mixin.py:190} INFO - R$ 1.599,99
[2024-10-04T23:27:45.909+0000] {logging_mixin.py:190} INFO - R$ 629,99
[2024-10-04T23:27:45.909+0000] {logging_mixin.py:190} INFO - R$ 357,97
[2024-10-04T23:27:45.910+0000] {logging_mixin.py:190} INFO - R$ 367,87
[2024-10-04T23:27:45.911+0000] {logging_mixin.py:190} INFO - R$ 197,87
[2024-10-04T23:27:45.911+0000] {logging_mixin.py:190} INFO - R$ 197,87
[2024-10-04T23:27:45.912+0000] {logging_mixin.py:190} INFO - R$ 3.733,79
[2024-10-04T23:27:45.913+0000] {logging_mixin.py:190} INFO - R$ 595,55
[2024-10-04T23:27:45.913+0000] {logging_mixin.py:190} INFO - R$ 1.079,99
[2024-10-04T23:27:45.914+0000] {logging_mixin.py:190} INFO - R$ 376,31
[2024-10-04T23:27:45.914+0000] {logging_mixin.py:190} INFO - R$ 2.743,99
[2024-10-04T23:27:45.915+0000] {logging_mixin.py:190} INFO - R$ 899,00
[2024-10-04T23:27:45.915+0000] {logging_mixin.py:190} INFO - R$ 1.399,90
[2024-10-04T23:27:45.916+0000] {logging_mixin.py:190} INFO - R$ 979,20
[2024-10-04T23:27:45.917+0000] {logging_mixin.py:190} INFO - R$ 13.996,63
[2024-10-04T23:27:45.917+0000] {logging_mixin.py:190} INFO - R$ 8.397,53
[2024-10-04T23:27:45.918+0000] {logging_mixin.py:190} INFO - R$ 189,99
[2024-10-04T23:28:10.322+0000] {logging_mixin.py:190} INFO - R$ 190,05
[2024-10-04T23:28:10.323+0000] {logging_mixin.py:190} INFO - R$ 1.121,18
[2024-10-04T23:28:10.324+0000] {logging_mixin.py:190} INFO - R$ 1.133,92
[2024-10-04T23:28:10.324+0000] {logging_mixin.py:190} INFO - R$ 91,80
[2024-10-04T23:28:10.325+0000] {logging_mixin.py:190} INFO - R$ 80,75
[2024-10-04T23:28:10.325+0000] {logging_mixin.py:190} INFO - R$ 1.347,27
[2024-10-04T23:28:10.326+0000] {logging_mixin.py:190} INFO - R$ 1.340,70
[2024-10-04T23:28:10.327+0000] {logging_mixin.py:190} INFO - R$ 949,90
[2024-10-04T23:28:10.328+0000] {logging_mixin.py:190} INFO - R$ 278,25
[2024-10-04T23:28:10.328+0000] {logging_mixin.py:190} INFO - R$ 78,85
[2024-10-04T23:28:10.329+0000] {logging_mixin.py:190} INFO - R$ 305,23
[2024-10-04T23:28:10.330+0000] {logging_mixin.py:190} INFO - R$ 519,99
[2024-10-04T23:28:10.330+0000] {logging_mixin.py:190} INFO - R$ 127,97
[2024-10-04T23:28:10.331+0000] {logging_mixin.py:190} INFO - R$ 1.397,87
[2024-10-04T23:28:10.332+0000] {logging_mixin.py:190} INFO - R$ 1.737,77
[2024-10-04T23:28:10.332+0000] {logging_mixin.py:190} INFO - R$ 2.221,21
[2024-10-04T23:28:10.333+0000] {logging_mixin.py:190} INFO - R$ 1.212,42
[2024-10-04T23:28:10.333+0000] {logging_mixin.py:190} INFO - R$ 1.412,99
[2024-10-04T23:28:10.334+0000] {logging_mixin.py:190} INFO - R$ 169,90
[2024-10-04T23:28:10.334+0000] {logging_mixin.py:190} INFO - R$ 807,50
[2024-10-04T23:28:10.335+0000] {logging_mixin.py:190} INFO - R$ 1.181,50
[2024-10-04T23:28:10.335+0000] {logging_mixin.py:190} INFO - R$ 1.871,99
[2024-10-04T23:28:10.336+0000] {logging_mixin.py:190} INFO - R$ 189,75
[2024-10-04T23:28:10.336+0000] {logging_mixin.py:190} INFO - R$ 78,85
[2024-10-04T23:28:10.337+0000] {logging_mixin.py:190} INFO - R$ 78,85
[2024-10-04T23:28:10.338+0000] {logging_mixin.py:190} INFO - R$ 15.710,19
[2024-10-04T23:28:10.338+0000] {logging_mixin.py:190} INFO - R$ 12.315,00
[2024-10-04T23:28:10.339+0000] {logging_mixin.py:190} INFO - R$ 5.597,99
[2024-10-04T23:28:10.339+0000] {logging_mixin.py:190} INFO - R$ 13.906,94
[2024-10-04T23:28:10.340+0000] {logging_mixin.py:190} INFO - R$ 89,99
[2024-10-04T23:28:10.340+0000] {logging_mixin.py:190} INFO - R$ 1.916,26
[2024-10-04T23:28:10.341+0000] {logging_mixin.py:190} INFO - R$ 1.488,35
[2024-10-04T23:28:10.341+0000] {logging_mixin.py:190} INFO - R$ 3.229,00
[2024-10-04T23:28:10.342+0000] {logging_mixin.py:190} INFO - R$ 879,45
[2024-10-04T23:28:10.343+0000] {logging_mixin.py:190} INFO - R$ 1.021,32
[2024-10-04T23:28:10.343+0000] {logging_mixin.py:190} INFO - R$ 2.565,40
[2024-10-04T23:28:10.344+0000] {logging_mixin.py:190} INFO - R$ 3.239,91
[2024-10-04T23:28:10.344+0000] {logging_mixin.py:190} INFO - R$ 5.759,91
[2024-10-04T23:28:10.345+0000] {logging_mixin.py:190} INFO - R$ 104,50
[2024-10-04T23:28:10.346+0000] {logging_mixin.py:190} INFO - R$ 73,44
[2024-10-04T23:28:10.346+0000] {logging_mixin.py:190} INFO - R$ 1.025,99
[2024-10-04T23:28:10.347+0000] {logging_mixin.py:190} INFO - R$ 361,20
[2024-10-04T23:28:10.347+0000] {logging_mixin.py:190} INFO - R$ 1.263,90
[2024-10-04T23:28:10.348+0000] {logging_mixin.py:190} INFO - R$ 598,90
[2024-10-04T23:28:10.349+0000] {logging_mixin.py:190} INFO - R$ 260,10
[2024-10-04T23:28:10.349+0000] {logging_mixin.py:190} INFO - R$ 1.472,40
[2024-10-04T23:28:10.350+0000] {logging_mixin.py:190} INFO - R$ 977,60
[2024-10-04T23:28:10.350+0000] {logging_mixin.py:190} INFO - R$ 147,97
[2024-10-04T23:28:10.351+0000] {logging_mixin.py:190} INFO - R$ 149,98
[2024-10-04T23:28:10.351+0000] {logging_mixin.py:190} INFO - R$ 2.392,69
[2024-10-04T23:28:10.352+0000] {logging_mixin.py:190} INFO - R$ 147,97
[2024-10-04T23:28:10.353+0000] {logging_mixin.py:190} INFO - R$ 347,87
[2024-10-04T23:28:10.353+0000] {logging_mixin.py:190} INFO - R$ 157,97
[2024-10-04T23:28:10.354+0000] {logging_mixin.py:190} INFO - R$ 157,88
[2024-10-04T23:28:10.354+0000] {logging_mixin.py:190} INFO - R$ 8.627,57
[2024-10-04T23:28:10.355+0000] {logging_mixin.py:190} INFO - R$ 569,99
[2024-10-04T23:28:10.355+0000] {logging_mixin.py:190} INFO - R$ 899,00
[2024-10-04T23:28:10.356+0000] {logging_mixin.py:190} INFO - R$ 3.759,87
[2024-10-04T23:28:10.357+0000] {logging_mixin.py:190} INFO - R$ 2.267,99
[2024-10-04T23:28:10.357+0000] {logging_mixin.py:190} INFO - R$ 602,99
[2024-10-04T23:28:10.358+0000] {logging_mixin.py:190} INFO - R$ 177,97
[2024-10-04T23:28:10.358+0000] {logging_mixin.py:190} INFO - R$ 897,19
[2024-10-04T23:28:10.359+0000] {logging_mixin.py:190} INFO - R$ 227,97
[2024-10-04T23:28:10.359+0000] {logging_mixin.py:190} INFO - R$ 9.495,72
[2024-10-04T23:28:10.360+0000] {logging_mixin.py:190} INFO - R$ 837,97
[2024-10-04T23:28:10.361+0000] {logging_mixin.py:190} INFO - R$ 5.958,88
[2024-10-04T23:28:10.361+0000] {logging_mixin.py:190} INFO - R$ 989,99
[2024-10-04T23:28:10.362+0000] {logging_mixin.py:190} INFO - R$ 109,99
[2024-10-04T23:28:10.362+0000] {logging_mixin.py:190} INFO - R$ 6.717,80
[2024-10-04T23:28:10.363+0000] {logging_mixin.py:190} INFO - R$ 1.436,50
[2024-10-04T23:28:10.364+0000] {logging_mixin.py:190} INFO - R$ 5.389,36
[2024-10-04T23:28:10.364+0000] {logging_mixin.py:190} INFO - R$ 1.104,34
[2024-10-04T23:28:10.365+0000] {logging_mixin.py:190} INFO - R$ 2.591,99
[2024-10-04T23:28:10.365+0000] {logging_mixin.py:190} INFO - R$ 2.528,99
[2024-10-04T23:28:10.366+0000] {logging_mixin.py:190} INFO - R$ 1.034,99
[2024-10-04T23:28:10.366+0000] {logging_mixin.py:190} INFO - R$ 88,40
[2024-10-04T23:28:10.367+0000] {logging_mixin.py:190} INFO - R$ 841,84
[2024-10-04T23:28:10.368+0000] {logging_mixin.py:190} INFO - R$ 78,85
[2024-10-04T23:28:10.368+0000] {logging_mixin.py:190} INFO - R$ 294,00
[2024-10-04T23:28:10.369+0000] {logging_mixin.py:190} INFO - R$ 2.339,91
[2024-10-04T23:28:10.369+0000] {logging_mixin.py:190} INFO - R$ 4.139,91
[2024-10-04T23:28:10.370+0000] {logging_mixin.py:190} INFO - R$ 2.106,99
[2024-10-04T23:28:10.370+0000] {logging_mixin.py:190} INFO - R$ 1.664,99
[2024-10-04T23:28:10.371+0000] {logging_mixin.py:190} INFO - R$ 3.160,23
